CIA,Bloque,PAD,POZO,ETAPA,CAUDAL PROMEDIO(BPM),PRESION PROMEDIO (PSI),CFR,CLUSTER,DISPAROS,MPA I,TAPON (MTS),ISIP POST
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),36,"77,0",11020,"3,3",11,22,,5638,6207
HASA,LOMA CAMPANA,LC319,LLL-1786(h),30,"77,0",11042,"3,3",12,24,,4884,6567
HASA,LA AMARGA CHICA,LACH105,LACh-392(h),1,"77,0",11045,"6,7",10,20,FLUIDO,6250,5807
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),37,"77,0",11060,"2,5",10,30,,6103,6622
HASA,LOMA CAMPANA,LC322,LLL-1826(h),2,"77,0",11126,"5,8",8,24,,7477,6056
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),16,"77,1",10898,"4,2",8,24,,6734,6372
HASA,LOMA CAMPANA,LC325,LLL-1866(h),65,"77,2",11044,"5,0",10,30,CLEAN SWEEP,4085,5836
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),19,"77,3",10928,"4,2",10,30,,5208,6247
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),6,"77,3",11010,"3,3",10,30,FLUIDO,6262,5923
HASA,LOMA CAMPANA,LC325,LLL-1862(h),96,"77,3",11010,"2,5",5,15,,3190,6380
HASA,LOMA CAMPANA,LC319,LLL-1783(h),47,"77,3",10914,"4,2",12,24,FLUIDO,4747,6947
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),50,"77,4",9679,"2,5",12,24,,4534,6842
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),2,"77,4",10823,"5,8",10,30,FLUIDO,6502,6275
HASA,BANDURRIA SUR,LCAV102,LCav-173(h),5,"77,4",10872,"3,3",10,30,,6455,6184
HASA,LOMA CAMPANA,LC339,LLL-1990(h),39,"77,4",10969,"3,3",10,30,,4095,6525
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),26,"77,4",11005,"5,8",10,30,,5622,6214
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),25,"77,4",11065,"7,5",8,24,,6587,6735
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),17,"77,5",10820,"5,8",8,24,,6774,6408
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),11,"77,5",10912,"5,8",8,24,,7014,6491
HASA,LA AMARGA CHICA,LACH177,LACh-704(h),11,"77,6",10925,"3,3",8,24,,6796,5669
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),23,"77,6",11025,"6,7",8,24,,6683,6600
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),32,"77,6",11200,"4,2",10,30,FLUIDO,6353,6539
HASA,LOMA CAMPANA,LC319,LLL-1783(h),22,"77,7",10874,"4,2",8,24,,6222,6746
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),15,"77,7",10802,"5,8",8,24,,6785,6656
HASA,LOMA CAMPANA,LC322,LLL-1825(h),17,"77,7",10912,"5,8",8,24,,6969,6163
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),13,"77,7",9532,"3,3",10,30,,5814,5729
HASA,LOMA CAMPANA,LC322,LLL-1825(h),56,"77,8",9784,"4,2",10,20,,5111,6018
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),22,"77,8",11027,"3,3",10,30,,5822,6373
HASA,LOMA CAMPANA,LC319,LLL-1783(h),24,"77,9",11011,"5,8",12,24,,6127,6739
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),23,"78,0",10300,"3,3",10,30,,5361,6438
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),50,"78,0",10532,"2,5",10,30,FLUIDO,5453,6909
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),4,"78,0",10763,"2,5",8,24,,6980,6687
HASA,NARAMBUENA,N4,N-35(h),7,"78,0",10828,"5,0",10,30,FLUIDO,5402,6548
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),3,"78,0",10847,"4,2",10,30,,6243,6598
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),14,"78,0",10860,"5,8",8,24,,6894,6458
HASA,LOMA CAMPANA,LC322,LLL-1826(h),31,"78,0",10900,"5,8",10,20,,6187,6280
HASA,LA AMARGA CHICA,LACH112,LACh-426(h),7,"78,0",10905,"5,0",8,24,,6794,6289
HASA,LOMA CAMPANA,LC322,LLL-1828(h),30,"78,0",10909,"5,8",10,20,,5930,6160
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),12,"78,0",10930,"5,0",10,30,,4382,6445
HASA,LA AMARGA CHICA,LACH135,LACh-531(h),2,"78,0",10972,"7,5",10,30,FLUIDO,5906,6521
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),18,"78,0",10980,"3,3",10,30,FLUIDO,6022,6684
HASA,LOMA CAMPANA,LC322,LLL-1829(h),36,"78,0",10989,"5,8",10,20,,5826,6320
HASA,,LCAV105-2,LCav-119(h),2,"78,0",11003,"5,8",8,24,FLUIDO,6712,6152
HASA,LOMA CAMPANA,LC322,LLL-1829(h),21,"78,0",11008,"5,0",10,20,,6576,6344
HASA,LOMA CAMPANA,LC325,LLL-1865(h),51,"78,0",11010,"4,2",10,30,,4888,5745
HASA,LOMA CAMPANA,LC325,LLL-1862(h),61,"78,0",11015,"5,0",10,30,,5148,6430
HASA,LOMA CAMPANA,LC325,LLL-1862(h),32,"78,0",11017,"3,3",10,30,,6598,6036
HASA,LA AMARGA CHICA,LACH135,LACh-531(h),8,"78,0",11020,"4,2",10,30,,5546,6528
HASA,LOMA CAMPANA,LC325,LLL-1862(h),33,"78,0",11021,"3,3",10,30,,6548,6011
HASA,LOMA CAMPANA,LC322,LLL-1825(h),5,"78,0",11028,"5,8",8,24,,7449,6405
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),13,"78,0",11070,"5,8",8,24,FLUIDO,6232,6676
HASA,LOMA CAMPANA,LC276-2,LLL-1818(h),6,"78,0",11084,"3,3",10,30,,6411,6653
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),34,"78,2",10975,"5,0",10,30,FLUIDO,6253,6558
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),4,"78,3",10899,"3,3",8,24,,6717,6024
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),39,"78,3",10960,"4,2",10,30,,6003,6635
HASA,LOMA CAMPANA,LC322,LLL-1829(h),14,"78,4",11014,"5,0",8,24,,6912,6625
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),6,"78,5",11020,"3,3",10,30,,6343,6349
HASA,LOMA CAMPANA,LC322,LLL-1826(h),72,"78,6",10349,"2,5",8,24,,4442,6292
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),13,"78,6",10940,"4,2",8,24,,6878,6305
HASA,LOMA CAMPANA,LC325,LLL-1864(h),20,"78,6",11010,"5,8",8,24,,6926,6096
HASA,LOMA CAMPANA,LC325,LLL-1862(h),23,"78,7",11020,"3,3",8,24,,6968,6017
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),18,"78,7",10934,"3,3",10,30,,5416,6223
HASA,LOMA CAMPANA,LC325,LLL-1865(h),50,"78,7",10940,"3,3",10,30,,4957,5641
HASA,LOMA CAMPANA,LC325,LLL-1865(h),46,"78,7",10941,"3,3",10,30,FLUIDO,5197,5826
HASA,LOMA CAMPANA,LC319,LLL-1784(h),10,"78,7",11090,"5,8",8,24,FLUIDO,6564,6800
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),16,"78,8",10858,"5,8",8,24,,6814,6556
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),19,"78,8",10922,"4,2",10,30,,6694,6523
HASA,LOMA CAMPANA,LC325,LLL-1862(h),48,"78,8",10936,"2,5",10,30,FLUIDO,5798,5881
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),21,"78,8",11002,"4,2",10,30,,5088,6268
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),80,"78,9",9718,"2,5",10,30,,3575,6566
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),25,"78,9",11016,"3,3",12,24,,6299,6375
HASA,BANDURRIA SUR,LCAV132,LCav-682(h),3,"79,0",9925,"2,5",10,30,,5850,6371
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),50,"79,0",10225,"2,5",10,30,,5144,6826
HASA,LOMA CAMPANA,LC319,LLL-1784(h),67,"79,0",10333,"1,7",6,18,,3252,6664
HASA,LOMA CAMPANA,LC322,LLL-1826(h),1,"79,0",10415,"5,0",8,24,,7517,6000
HASA,LOMA CAMPANA,LC322,LLL-1826(h),40,"79,0",10720,"5,8",10,20,FLUIDO,5732,6305
HASA,LOMA CAMPANA,LC322,LLL-1825(h),19,"79,0",10867,"5,8",8,24,,6889,6212
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),9,"79,0",10870,"5,0",10,30,,4562,6236
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),15,"79,0",10886,"5,8",8,24,,6854,6683
HASA,LOMA CAMPANA,LC276-2,LLL-1818(h),10,"79,0",10915,"4,2",10,30,,6171,6638
HASA,LOMA CAMPANA,LC319,LLL-1786(h),21,"79,0",10990,"4,2",12,24,,5438,6649
HASA,LOMA CAMPANA,LC276-2,LLL-1818(h),5,"79,0",11005,"3,3",10,30,,6471,6451
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),20,"79,0",11011,"4,2",10,30,,5223,6513
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),22,"79,0",11020,"2,5",10,30,,5421,6305
HASA,LOMA CAMPANA,LC322,LLL-1825(h),24,"79,0",11020,"5,8",8,24,,6689,6450
HASA,LOMA CAMPANA,LC322,LLL-1826(h),3,"79,0",11020,"5,8",8,24,,7437,6409
HASA,LOMA CAMPANA,LC325,LLL-1862(h),50,"79,0",11020,"3,3",10,30,FLUIDO,5698,6135
HASA,LOMA CAMPANA,LC322,LLL-1826(h),8,"79,0",11030,"5,0",8,24,,7237,6240
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),10,"79,0",11050,"3,3",10,30,,5774,6163
HASA,LOMA CAMPANA,LC319,LLL-1784(h),12,"79,0",11070,"5,0",8,24,,6468,6812
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),9,"79,0",11079,"5,8",8,24,,6740,6506
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),20,"79,1",11008,"3,3",8,24,,6542,6135
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),5,"79,1",11109,"5,0",8,24,,6852,6344
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),46,"79,2",10935,"2,5",10,30,,5344,6807
HASA,LOMA CAMPANA,LC325,LLL-1866(h),50,"79,2",10940,"3,3",10,30,,4985,5655
HASA,LA AMARGA CHICA,LACH94,LACh-332(h),1,"79,3",9670,"4,2",10,30,FLUIDO,4878,5672
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),13,"79,3",10887,"5,8",8,24,,6934,6663
HASA,LOMA CAMPANA,LC325,LLL-1862(h),55,"79,3",10943,"4,2",10,30,FLUIDO,5448,6022
HASA,LOMA CAMPANA,LC276-2,LLL-1814(h),3,"79,3",10987,"3,3",10,30,,6515,6620
HASA,LOMA CAMPANA,LC325,LLL-1864(h),13,"79,3",11017,"5,0",8,24,,7206,5944
HASA,LOMA CAMPANA,LC325,LLL-1863(h),65,"79,4",11011,"3,3",10,10,,4154,6013
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),17,"79,5",10122,"4,2",10,30,,5529,5876
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),3,"79,5",10843,"3,3",10,30,,6192,5763
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),16,"79,5",10950,"5,8",8,24,FLUIDO,6112,6648
HASA,LOMA CAMPANA,LC276-2,LLL-1817(h),6,"79,5",10960,"2,5",10,30,,6488,6384
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),10,"79,6",10150,"3,3",10,30,,5949,5687
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),13,"79,6",11027,"2,5",10,30,,5842,5567
HASA,LA AMARGA CHICA,LACH177,LACh-710(h),11,"79,7",10875,"4,2",8,24,,6776,5656
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),23,"79,8",10496,"5,0",10,30,FLUIDO,6425,6613
HASA,LOMA CAMPANA,LC322,LLL-1828(h),55,"79,8",10850,"5,0",11,22,,4609,6397
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),38,"79,8",10956,"2,5",10,30,,5675,6857
HASA,LOMA CAMPANA,LC322,LLL-1825(h),16,"79,8",10999,"5,8",8,24,,7009,6079
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),21,"79,9",11011,"4,2",8,24,,6494,6228
HASA,LOMA CAMPANA,LC276-2,LLL-1814(h),5,"79,9",11095,"3,3",10,30,,6395,6633
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),11,"80,0",10257,"2,5",10,30,,5889,5724
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),58,"80,0",8712,"3,3",12,36,,3205,6392
HASA,NARAMBUENA,N4,N-37(h),21,"80,0",9564,"3,3",10,20,FLUIDO,4608,5700
HASA,LOMA CAMPANA,LC322,LLL-1827(h),72,"80,0",9842,"3,3",10,20,,3696,6218
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),12,"80,0",10166,"4,2",10,30,,5959,6113
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),23,"80,0",10780,"6,7",10,30,CLEAN SWEEP,4182,6337
HASA,LOMA CAMPANA,LC325,LLL-1862(h),49,"80,0",10790,"3,3",10,30,FLUIDO,5748,6079
HASA,LOMA CAMPANA,LC322,LLL-1828(h),7,"80,0",10814,"5,8",8,24,,7173,6356
HASA,LOMA CAMPANA,LC325,LLL-1864(h),10,"80,0",10822,"5,8",8,24,,7326,5889
HASA,LOMA CAMPANA,LC276-2,LLL-1818(h),4,"80,0",10842,"3,3",10,30,,6531,6535
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),7,"80,0",10844,"5,0",10,30,FLUIDO,4682,6352
HASA,LOMA CAMPANA,LC322,LLL-1827(h),8,"80,0",10861,"4,2",8,24,,7175,6550
HASA,LOMA CAMPANA,LC319,LLL-1783(h),30,"80,0",10892,"5,0",12,24,,5767,6696
HASA,LOMA CAMPANA,LC322,LLL-1827(h),37,"80,0",10923,"5,0",12,24,,5528,6123
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),7,"80,0",10941,"5,0",8,24,,7078,6515
HASA,LOMA CAMPANA,LC319,LLL-1783(h),27,"80,0",10944,"5,0",12,24,,5947,6772
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),7,"80,0",10957,"3,3",10,30,,5966,6061
HASA,LOMA CAMPANA,LC319,LLL-1783(h),33,"80,0",10970,"4,2",12,24,,5587,6783
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),37,"80,0",10980,"3,3",10,30,,5891,6597
HASA,LOMA CAMPANA,LC325,LLL-1866(h),52,"80,0",10980,"3,3",10,30,FLUIDO,4865,5593
HASA,LOMA CAMPANA,LC325,LLL-1862(h),46,"80,0",10983,"3,3",10,30,FLUIDO,5898,5962
HASA,LOMA CAMPANA,LC325,LLL-1862(h),45,"80,0",10984,"3,3",10,30,,5948,6051
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),5,"80,0",10987,"2,5",10,30,,6403,6407
HASA,LOMA CAMPANA,LC322,LLL-1827(h),24,"80,0",11006,"5,8",12,24,,6308,6021
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),27,"80,0",11008,"2,5",10,30,,5572,5998
HASA,LOMA CAMPANA,LC325,LLL-1864(h),24,"80,0",11010,"5,8",8,24,,6766,6140
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),40,"80,0",11020,"5,0",12,24,,5426,6358
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),18,"80,0",11020,"5,8",8,24,,6734,6443
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),25,"80,0",11021,"2,5",10,30,,5672,6188
HASA,LOMA CAMPANA,LC325,LLL-1865(h),52,"80,0",11025,"3,3",10,30,FLUIDO,4837,5772
HASA,LOMA CAMPANA,LC276-2,LLL-1814(h),4,"80,0",11030,"3,3",10,30,,6455,6556
HASA,LOMA CAMPANA,LC322,LLL-1828(h),5,"80,0",11030,"5,8",8,24,,7253,6090
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),20,"80,0",11075,"2,5",10,30,FLUIDO,5922,6527
HASA,LOMA CAMPANA,LC322,LLL-1825(h),22,"80,0",11101,"5,8",8,24,,6769,6345
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),17,"80,0",11105,"3,3",10,30,FLUIDO,6072,6682
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),4,"80,0",11150,"3,3",10,30,,6501,6389
HASA,LOMA CAMPANA,LC325,LLL-1864(h),6,"80,1",10863,"6,7",8,24,,7486,6018
HASA,BANDURRIA SUR,LCAV59-1,LCav-725(h),12,"80,1",10711,"5,0",10,30,FLUIDO,5537,6421
HASA,LOMA CAMPANA,LC322,LLL-1826(h),78,"80,2",10974,"6,7",8,24,CORTA ARENA,4202,6546
HASA,LOMA CAMPANA,LC319,LLL-1785(h),14,"80,2",10875,"5,0",10,30,,6113,6952
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),22,"80,2",10891,"4,2",10,30,,5103,6881
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),4,"80,2",10923,"3,3",10,30,,6463,6476
HASA,LOMA CAMPANA,LC322,LLL-1828(h),61,"80,3",9604,"4,2",12,24,CLEAN SWEEP,4254,6242
HASA,LOMA CAMPANA,LC339,LLL-1991(h),44,"80,3",10800,"3,3",10,30,,3561,6726
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),41,"80,3",10988,"3,3",10,30,,5651,6856
HASA,LOMA CAMPANA,LC325,LLL-1863(h),63,"80,3",11000,"3,3",10,30,,4274,5940
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),25,"80,3",11043,"4,2",10,30,,4848,6342
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),44,"80,3",11143,"2,5",10,30,,5753,6724
HASA,LA AMARGA CHICA,LACH104,LACh-478(h),4,"80,4",11001,"2,5",10,30,,6182,6123
HASA,LOMA CAMPANA,LC319,LLL-1783(h),21,"80,4",11015,"4,2",8,24,,6270,6796
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),35,"80,4",11067,"2,5",10,30,,5825,6784
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),4,"80,5",10609,"2,5",10,30,,6256,6001
HASA,BANDURRIA SUR,LCAV102,LCav-173(h),3,"80,5",10870,"4,2",10,30,FLUIDO,6575,6152
HASA,LOMA CAMPANA,LC276-2,LLL-1818(h),14,"80,5",10990,"3,3",10,30,,5931,6318
HASA,LOMA CAMPANA,LC339,LLL-1991(h),39,"80,5",11011,"3,3",10,30,FLUIDO,3861,6860
HASA,LOMA CAMPANA,LC276-2,LLL-1814(h),6,"80,5",11020,"2,5",10,30,,6335,6611
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),5,"80,5",11030,"4,2",10,30,FLUIDO,6322,6132
HASA,BANDURRIA SUR,LCAV102,LCav-171(h),3,"80,5",11100,"4,2",10,30,,6606,6270
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),33,"80,5",10969,"4,2",10,30,FLUIDO,6303,6672
HASA,LOMA CAMPANA,LC319,LLL-1786(h),57,"80,6",10308,"4,2",9,18,FLUIDO,3264,6645
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),22,"80,6",10940,"4,2",8,24,,6442,6150
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),37,"80,6",11015,"3,3",12,24,,5606,6535
HASA,LOMA CAMPANA,LC325,LLL-1865(h),66,"80,6",11027,"2,5",10,30,,3997,6139
HASA,LA AMARGA CHICA,LACH104,LACh-478(h),19,"80,7",10894,"2,5",10,30,,5282,6425
HASA,LOMA CAMPANA,LC325,LLL-1865(h),70,"80,8",10930,"4,2",10,30,,3757,6346
HASA,BANDURRIA SUR,LCAV132,LCav-847(h),26,"80,8",9370,"2,5",10,30,,4664,6449
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),33,"80,8",10862,"2,5",10,30,,5925,6756
HASA,LOMA CAMPANA,LC325,LLL-1864(h),30,"80,8",10910,"5,8",10,30,,6448,6103
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),19,"80,8",10967,"4,2",10,30,,5283,6368
HASA,LOMA CAMPANA,LC322,LLL-1825(h),62,"80,9",10940,"3,3",10,20,,4821,6310
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),43,"80,9",11006,"3,3",10,30,,5531,6753
HASA,BANDURRIA SUR,LCAV132,LCav-682(h),12,"81,0",9809,"2,5",10,30,,5400,6370
HASA,LOMA CAMPANA,LC319,LLL-1783(h),60,"81,0",9821,"1,7",12,24,,3967,6486
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),10,"81,0",10190,"3,3",10,30,,5994,5665
HASA,LOMA CAMPANA,LC319,LLL-1785(h),33,"81,0",10200,"2,5",10,30,,4973,6780
HASA,BANDURRIA SUR,LCAV132,LCav-682(h),2,"81,0",10626,"5,8",10,30,FLUIDO,5900,6245
HASA,LOMA CAMPANA,LC322,LLL-1828(h),19,"81,0",10738,"5,8",10,20,,6560,6400
HASA,LOMA CAMPANA,LC322,LLL-1828(h),2,"81,0",10814,"5,8",8,24,,7373,6120
HASA,BANDURRIA SUR,LCAV102,LCav-173(h),9,"81,0",10840,"3,3",10,30,,6215,6320
HASA,BANDURRIA SUR,LCAV102,LCav-171(h),4,"81,0",10860,"4,2",10,30,,6546,6305
HASA,LOMA CAMPANA,LC325,LLL-1862(h),37,"81,0",10897,"3,3",10,30,,6348,6148
HASA,LOMA CAMPANA,LC322,LLL-1829(h),11,"81,0",10901,"5,8",8,24,,7026,6332
HASA,LOMA CAMPANA,LC319,LLL-1783(h),37,"81,0",10943,"4,2",12,24,,5347,6717
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),7,"81,0",10970,"4,2",10,30,,5928,6181
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),28,"81,0",10987,"6,7",12,24,,6119,6464
HASA,LOMA CAMPANA,LC325,LLL-1862(h),35,"81,0",10988,"3,3",10,30,,6448,6240
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),47,"81,0",10990,"2,5",10,30,,5603,6944
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),21,"81,0",10990,"3,3",10,30,,5872,6444
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),19,"81,0",11000,"3,3",10,30,FLUIDO,5972,6393
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),6,"81,0",11002,"5,8",8,24,,6884,6597
HASA,LOMA CAMPANA,LC325,LLL-1862(h),31,"81,0",11007,"4,2",10,30,FLUIDO,6648,6138
HASA,LOMA CAMPANA,LC322,LLL-1828(h),9,"81,0",11009,"5,8",8,24,,7093,6266
HASA,LOMA CAMPANA,LC322,LLL-1826(h),9,"81,0",11010,"5,8",8,24,,7197,6112
HASA,LOMA CAMPANA,LC325,LLL-1862(h),30,"81,0",11016,"4,2",8,24,,6688,6112
HASA,LOMA CAMPANA,LC325,LLL-1864(h),36,"81,0",11018,"5,8",10,30,,6148,6075
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),41,"81,0",11020,"5,0",12,24,,5366,6536
HASA,LOMA CAMPANA,LC325,LLL-1864(h),18,"81,0",11020,"5,8",8,24,,7006,6228
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),24,"81,0",11021,"2,5",10,30,,5722,6369
HASA,LOMA CAMPANA,LC322,LLL-1829(h),7,"81,0",11026,"5,0",8,24,,7186,6452
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),3,"81,0",11027,"1,7",10,30,,6232,6064
HASA,LOMA CAMPANA,LC322,LLL-1825(h),4,"81,0",11030,"5,8",8,24,,7489,6190
HASA,LOMA CAMPANA,LC325,LLL-1863(h),62,"81,0",11040,"4,2",10,30,FLUIDO,4334,5374
HASA,LOMA CAMPANA,LC319,LLL-1784(h),66,"81,1",10556,"2,5",12,24,,3303,6751
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),32,"81,2",11000,"2,5",10,30,,5975,6569
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),20,"81,2",11060,"5,0",8,24,,6538,6099
HASA,LA AMARGA CHICA,LACH177,LACh-710(h),13,"81,2",11018,"4,2",8,24,,6680,5630
HASA,LA AMARGA CHICA,LACH135,LACh-530(h),17,"81,3",9718,"4,2",10,30,,4752,6291
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),7,"81,3",10992,"5,8",8,24,,6836,6543
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),4,"81,3",11040,"3,3",12,24,,5252,6168
HASA,NARAMBUENA,N4,N-37(h),22,"81,3",10438,"2,5",10,20,,4548,5568
HASA,NARAMBUENA,N4,N-36(h),57,"81,4",8694,"2,5",10,20,,2949,5027
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),11,"81,4",10951,"3,3",10,30,,5714,6127
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),21,"81,4",10970,"5,0",8,24,,6490,6117
HASA,BANDURRIA SUR,LCAV59-1,LCav-727(h),1,"81,4",11000,"5,8",10,20,FLUIDO,6012,6347
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),17,"81,5",10932,"3,3",10,30,,5721,6378
HASA,LOMA CAMPANA,LC325,LLL-1865(h),47,"81,5",10950,"5,0",10,30,FLUIDO,5137,5756
HASA,BANDURRIA SUR,LCAV102,LCav-175(h),4,"81,5",10956,"3,3",10,30,,6574,6247
HASA,LOMA CAMPANA,LC276-2,LLL-1817(h),7,"81,5",10970,"2,5",10,30,,6438,6406
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),15,"81,5",10978,"3,3",10,30,,5841,6731
HASA,LOMA CAMPANA,LC276-2,LLL-1815(h),9,"81,5",10980,"2,5",8,24,,6237,6278
HASA,LOMA CAMPANA,LC325,LLL-1864(h),19,"81,5",11020,"5,8",8,24,,6966,6195
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),3,"81,5",11050,"4,2",10,30,FLUIDO,6442,6161
HASA,LOMA CAMPANA,LC322,LLL-1829(h),45,"81,6",10118,"4,2",12,24,,5266,6293
HASA,LOMA CAMPANA,LC325,LLL-1864(h),12,"81,6",11001,"5,8",8,24,,7246,6139
HASA,LOMA CAMPANA,LC319,LLL-1786(h),34,"81,6",10933,"2,5",12,24,,4644,6779
HASA,LOMA CAMPANA,LC325,LLL-1863(h),54,"81,6",11005,"3,3",10,30,,4814,6376
HASA,LOMA CAMPANA,LC276-2,LLL-1815(h),11,"81,7",10869,"2,5",8,24,,6137,6350
HASA,LOMA CAMPANA,LC325,LLL-1862(h),51,"81,7",11007,"3,3",10,30,FLUIDO,5648,5992
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),11,"81,7",11182,"5,8",10,20,FLUIDO,5528,5707
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),57,"81,8",10840,"2,5",10,30,,4794,6969
HASA,LOMA CAMPANA,LC319,LLL-1785(h),53,"82,0",9340,"1,7",10,30,,3773,6649
HASA,LOMA CAMPANA,LC322,LLL-1829(h),43,"82,0",9481,"5,0",12,24,,5410,6150
HASA,LOMA CAMPANA,LC322,LLL-1828(h),78,"82,0",9548,"3,3",10,20,,3314,6390
